pk_cliente;nome_cliente;regiao_cliente;pais_cliente
11756;Linda Ortega;Australia;AU
11757;Vincent Cai;Australia;AU
11758;Colin Yuan;Australia;AU
11759;Dawn Nath;Australia;AU
11760;Melody Moreno;Australia;AU
11761;Edgar Mehta;Australia;AU
11762;Randall Gomez;Australia;AU
11763;Ross Fernandez;Australia;AU
11764;Jessie Ramos;Australia;AU
11765;Marc Torres;Australia;AU
11766;Candace Raman;Australia;AU
11767;Meagan Madan;Australia;AU
11768;Clayton Nara;Australia;AU
11769;Haley Hernandez;Canada;CA
11770;Peter Nara;Northwest;US
11771;Isaac Rivera;Northwest;US
11772;Cameron Moore;Northwest;US
11773;Gavin Diaz;Southwest;US
11774;Emma Sanchez;Southwest;US
11775;Sierra Roberts;Southwest;US
11776;Seth Mitchell;Southwest;US
11777;Miranda Long;Southwest;US
11778;Haley Henderson;Northwest;US
11779;Sarah Jackson;Northwest;US
11780;Jessica Alexander;Northwest;US
11781;Carlos Gray;Southwest;US
11782;Barbara Jai;Southwest;US
11783;Sara Mitchell;Southwest;US
11784;Jose Turner;Canada;CA
11785;Theodore Diaz;Northwest;US
11786;Ian Murphy;Northwest;US
11787;Jerry Nath;Southwest;US
11788;Destiny James;Southwest;US
11789;Bailey Phillips;Southwest;US
11790;Timothy Gonzalez;Southwest;US
11791;Chase Morgan;Northwest;US
11792;Alexia Perry;Southwest;US
11793;Xavier Rogers;Southwest;US
11794;Lauren Ross;Southwest;US
11795;Nicole Thomas;Southwest;US
11796;Isabel Jenkins;Southwest;US
11797;Devin Coleman;Southwest;US
11798;Brendan Chande;Northwest;US
11799;Jessie Wang;Northwest;US
11800;Jennifer Baker;Northwest;US
11801;Aaron Sharma;Northwest;US
11802;Madison Taylor;Canada;CA
11803;Jan Hernandez;Northwest;US
11804;Haley Turner;Northwest;US
11805;Richard Green;Southwest;US
11806;Jennifer Stewart;Southwest;US
11807;Lucas Baker;Southwest;US
11808;James Parker;Canada;CA
11809;Juan Gray;Southwest;US
11810;Antonio Washington;Northwest;US
11811;Abigail Brooks;Southwest;US
11812;Andrew Rodriguez;Northwest;US
11813;Mary Patterson;Northwest;US
11814;Dalton Morgan;Northwest;US
11815;Hannah Patterson;Northwest;US
11816;Joe Torres;Southwest;US
11817;Morgan Miller;Southwest;US
11818;Daniel Garcia;Southwest;US
11819;Jose Lal;Northwest;US
11820;Katelyn Lopez;Canada;CA
11821;Austin Johnson;Southwest;US
11822;Rohinton Wadia;Southwest;US
11823;Morgan Turner;Canada;CA
11824;Jill Martin;Canada;CA
11825;Aimee She;Southwest;US
11826;Jessie Alonso;Southwest;US
11827;Sara Baker;Canada;CA
11828;Katherine Martinez;Northwest;US
11829;Sophia Campbell;Northwest;US
11830;Taylor Garcia;Southwest;US
11831;Christian Ross;Southwest;US
11832;Zoe Murphy;Northwest;US
11833;Oscar Price;Canada;CA
11834;Fernando Flores;Southwest;US
11835;Elijah Russell;Canada;CA
11836;Garrett Travers;Northwest;US
11837;Haley Alexander;Southwest;US
11838;Justin Rodriguez;Northwest;US
11839;Tyler Brown;Southwest;US
11840;Julian Patterson;Southwest;US
11841;Sean Nelson;Canada;CA
11842;Justin Wilson;Northwest;US
11843;Christy Nara;Northwest;US
11844;Michele Alvarez;Southwest;US
11845;Natalie Jones;Canada;CA
11846;Savannah Reed;Southwest;US
11847;Cassidy Diaz;Northwest;US
11848;Joshua Lewis;Northwest;US
11849;Faith Reed;Southwest;US
11850;Brooke Ramirez;Southwest;US
11851;Jada Mitchell;Southwest;US
11852;Kyle Russell;Southwest;US
11853;Grace Jones;Southwest;US
11854;Jason Mitchell;Southwest;US
11855;Christian Walker;Southwest;US
11856;Seth Hernandez;Northwest;US
11857;Isabella Young;Northwest;US
11858;Jordan Coleman;Southwest;US
11859;Blake Garcia;Northwest;US
11860;Nicole Walker;Southwest;US
11861;Katherine Carter;Canada;CA
11862;Olivia Peterson;Northwest;US
11863;Jessica Wood;Northwest;US
11864;Elizabeth Thompson;Northwest;US
11865;Chloe Rivera;Southwest;US
11866;Lucas Scott;Southwest;US
11867;Nathaniel James;Southwest;US
11868;Jessica Peterson;Canada;CA
11869;Kaitlyn Adams;Canada;CA
11870;Jillian Garcia;Northwest;US
11871;Dalton Bennett;Northwest;US
11872;Faith Patterson;Southwest;US
11873;Ryan Zhang;Southwest;US
11874;Adrian Bell;Southwest;US
11875;Jonathan Brown;Canada;CA
11876;Madison White;Southwest;US
11877;Alexis Diaz;Southwest;US
11878;Christine Nara;Northwest;US
11879;Edgar Sai;Northwest;US
11880;Melissa Sanchez;Northwest;US
11881;Richard Mitchell;Southwest;US
11882;Patrick Stewart;Northwest;US
11883;Hannah Anderson;Northwest;US
11884;Latoya Shen;Northwest;US
11885;Kurt Sharma;Southwest;US
11886;Katelyn Parker;Southwest;US
11887;Joseph White;Southwest;US
11888;Aaron Ross;Canada;CA
11889;Blake Patterson;Northwest;US
11890;Whitney Lopez;Southwest;US
11891;Jamie Liang;Southwest;US
11892;Julio Ortega;Australia;AU
11893;Orlando Carlson;Australia;AU
11894;Ann Gonzalez;Australia;AU
11895;Dustin Chander;Australia;AU
11896;Frank Carlson;Australia;AU
11897;Orlando Ashe;Australia;AU
11898;Angela Henderson;Australia;AU
11899;Brenda Perez;Australia;AU
11900;Byron Carlson;Australia;AU
11901;Stacy Alvarez;Australia;AU
11902;Drew Pal;Australia;AU
11903;Kate Raji;Australia;AU
11904;Kaylee Cook;Australia;AU
11905;Isaiah Ramirez;Australia;AU
11906;Gabriella Sanders;Australia;AU
11907;Sarah Garcia;Australia;AU
11908;Rafael Tang;Australia;AU
11909;Nichole She;Australia;AU
11910;Jaclyn Zheng;Australia;AU
11911;Rachael Kapoor;Australia;AU
11912;Rachael Sai;Australia;AU
11913;Rebecca Robinson;Australia;AU
11914;Meagan Rana;Australia;AU
11915;Philip Carlson;Australia;AU
11916;Joe Rana;Australia;AU
11917;Roy Sanz;Australia;AU
11918;Kaylee Hill;Australia;AU
11919;Warren Andersen;Australia;AU
11920;Adrienne Gomez;Australia;AU
11921;Gilbert Zhu;Australia;AU
11922;James Davis;Canada;CA
11923;Sarah Bryant;Southwest;US
11924;Ian Long;Southwest;US
11925;Ashlee Jai;Northwest;US
11926;Eduardo Foster;Northwest;US
11927;Nicole Murphy;Northwest;US
11928;Isabella Morris;Southwest;US
11929;Virginia Gonzalez;Australia;AU
11930;Jaclyn Nara;Australia;AU
11931;Marcus Adams;Southwest;US
11932;Elizabeth Coleman;Southwest;US
11933;Mathew Rubio;Northwest;US
11934;Justin Shan;Northwest;US
11935;Jessica Taylor;Northwest;US
11936;Hunter Clark;Northwest;US
11937;Devin Perez;Northwest;US
11938;Seth Alexander;Southwest;US
11939;Kevin Washington;Southwest;US
11940;Tyler Miller;Southwest;US
11941;Adam Roberts;Northwest;US
11942;George Gonzalez;Australia;AU
11943;Dawn Huang;Australia;AU
11944;Rachael Rodriguez;Australia;AU
11945;Dennis Huang;Southwest;US
11946;Brandy Saunders;Australia;AU
11947;Jenny Zheng;Australia;AU
11948;Tasha Xu;Australia;AU
11949;Julia Brooks;Southwest;US
11950;Jordan Carter;Southwest;US
11951;Lacey Huang;Australia;AU
11952;Dorothy Robinson;Australia;AU
11953;Courtney Wright;Northwest;US
11954;Joseph Garcia;Southwest;US
11955;Gabriel Green;Southwest;US
11956;Alexandria Sandberg;Southwest;US
11957;Courtney Hernandez;Northwest;US
11958;Dylan Lal;Northwest;US
11959;Elizabeth Davis;Southwest;US
11960;Ana Griffin;Northwest;US
11961;Anne Alvarez;Southwest;US
11962;Alexandra Roberts;Southwest;US
11963;Antonio Patterson;Australia;AU
11964;Sharon Salavaria;Australia;AU
11965;Katie She;Australia;AU
11966;Rafael Black;Australia;AU
11967;Latasha Munoz;Australia;AU
11968;Kelsey Becker;Australia;AU
11969;Randy Xu;Australia;AU
11970;Bailey Collins;Northwest;US
11971;Amanda Adams;Southwest;US
11972;Katherine Williams;Northwest;US
11973;Caroline Barnes;Northwest;US
11974;Randy Sun;Southwest;US
11975;Destiny Garcia;Southwest;US
11976;Audrey Ramos;Australia;AU
11977;Bonnie Jai;Australia;AU
11978;Jackson Washington;Southwest;US
11979;Christopher Johnson;Canada;CA
11980;Kimberly Richardson;Southwest;US
11981;Alexandria Howard;Northwest;US
11982;Alexandra Foster;Southwest;US
11983;Cheryl Ortega;Southwest;US
11984;Alex Campbell;Canada;CA
11985;Melanie Hughes;Northwest;US
11986;Max Alvarez;Australia;AU
11987;Diane Vazquez;Australia;AU
11988;Kathryn Chapman;Australia;AU
11989;Kara Anand;Australia;AU
11990;Joanna Vazquez;Australia;AU
11991;Frederick Martinez;Australia;AU
11992;Tonya Chande;Australia;AU
11993;Rosa Wang;Australia;AU
11994;Leah Hu;Australia;AU
11995;Kelvin Carson;Australia;AU
11996;Veronica Srini;Australia;AU
11997;Kristina Kapoor;Australia;AU
11998;Donna Sharma;Australia;AU
11999;Johnny Shan;Australia;AU
12000;Ashley Russell;Australia;AU
12001;Shannon Yang;Australia;AU
12002;Adriana Lopez;Australia;AU
12003;Audrey Munoz;Australia;AU
12004;Jarrod Suri;Australia;AU
12005;Gilbert Shen;Australia;AU
12006;Richard Blue;Australia;AU
12007;Shannon Sun;Australia;AU
12008;Sharon Yuan;Australia;AU
12009;Ann Martinez;Australia;AU
12010;Max Serrano;Australia;AU
12011;Morgan Johnson;Australia;AU
12012;Monica Schmidt;Australia;AU
12013;Kayla Lewis;Australia;AU
12014;Devin Sanders;Australia;AU
12015;Jacob White;Southwest;US
12016;Meredith Serrano;Southwest;US
12017;David Simmons;Canada;CA
12018;Devin Henderson;Southwest;US
12019;Gabrielle Cox;Southwest;US
12020;Olivia Rogers;Canada;CA
12021;Deborah Yuan;Australia;AU
12022;Jose Wright;Northwest;US
12023;Fernando Johnson;Southwest;US
12024;Samuel Edwards;Northwest;US
12025;Logan Diaz;Northwest;US
12026;Lucas Flores;Southwest;US
12027;Haley Wood;Northwest;US
12028;Sarah Lewis;Southwest;US
12029;Damien Hu;Southwest;US
12030;Ana Washington;Northwest;US
12031;Logan Jai;Canada;CA
12032;Tyler Taylor;Canada;CA
12033;Kristen Guo;Northwest;US
12034;Julian Long;Australia;AU
12035;Gerald Prasad;Australia;AU
12036;Summer Lopez;Australia;AU
12037;Patricia Chapman;Australia;AU
12038;George Vance;Australia;AU
12039;Ricardo Nath;Australia;AU
12040;Richard Torres;Southwest;US
12041;Seth Martin;Northwest;US
12042;Alex Carter;Northwest;US
12043;Carson Patterson;Southwest;US
12044;Madeline Lopez;Southwest;US
12045;Luis Russell;Southwest;US
12046;Alexa Cook;Southwest;US
12047;Alexandra Davis;Southwest;US
12048;Kayla Coleman;Northwest;US
12049;Angela Russell;Southwest;US
12050;Aaron Young;Southwest;US
12051;Isaiah Scott;Southwest;US
12052;Makayla Ward;Southwest;US
12053;Cedric Gao;Southwest;US
12054;Luke Diaz;Canada;CA
12055;Arianna Richardson;Canada;CA
12056;Ian Ward;Canada;CA
12057;Madeline Collins;Northwest;US
12058;Chloe Nelson;Southwest;US
12059;Jason Jenkins;Northwest;US
12060;Andrew Wedge;Canada;CA
12061;Bryce Brooks;Canada;CA
12062;Edward Long;Southwest;US
12063;Xavier Martinez;Northwest;US
12064;John White;Northwest;US
12065;Isaiah Collins;Northwest;US
12066;Wyatt Powell;Southwest;US
12067;Aaron Bryant;Southwest;US
12068;Maria Jenkins;Southwest;US
12069;Garrett Kelly;Southwest;US
12070;Luke Ross;Southwest;US
12071;Robert Robinson;Southwest;US
12072;Tristan Ross;Southwest;US
12073;Thomas Rodriguez;Southwest;US
12074;Megan Jenkins;Canada;CA
12075;Cameron Griffin;Northwest;US
12076;Chloe Washington;Southwest;US
12077;Nicole Sandberg;Canada;CA
12078;Jose Edwards;Northwest;US
12079;Nathaniel Cooper;Southwest;US
12080;Grace Sanchez;Canada;CA
12081;Kaitlyn Perez;Canada;CA
12082;Lauren Sanchez;Southwest;US
12083;Kayla Alexander;Northwest;US
12084;Aidan Perry;Northwest;US
12085;Tyler Rodriguez;Northwest;US
12086;Emily Clark;Canada;CA
12087;Sean Cook;Southwest;US
12088;Lauren Thompson;Northwest;US
12089;Nathaniel Richardson;Canada;CA
12090;Savannah Carter;Canada;CA
12091;Eddie Munoz;Northwest;US
12092;Austin White;Northwest;US
12093;Levi Chandra;Southwest;US
12094;Bailey Bailey;Southwest;US
12095;Austin Griffin;Southwest;US
12096;Caitlin Brooks;Southwest;US
12097;Sean Allen;Canada;CA
12098;Grace Clark;Northwest;US
12099;Sydney Hall;Northwest;US
12100;Jon Sun;Southwest;US
12101;Logan Patterson;Southwest;US
12102;Devin Simmons;Southwest;US
12103;Chloe White;Southwest;US
12104;Mariah Ross;Southwest;US
12105;Abigail Foster;Southwest;US
12106;Isaiah Baker;Canada;CA
12107;Nathan Gonzales;Canada;CA
12108;James Walker;Northwest;US
12109;Morgan Foster;Northwest;US
12110;Bianca Guo;Southwest;US
12111;Jacqueline Gonzales;Southwest;US
12112;Arianna Henderson;Southwest;US
12113;Nathan Hughes;Canada;CA
12114;Charles Richardson;Canada;CA
12115;Chloe Richardson;Northwest;US
12116;Amanda Gray;Northwest;US
12117;Cameron Yang;Northwest;US
12118;Miguel Sanchez;Southwest;US
12119;Keith Raje;Southwest;US
12120;Xavier Simmons;Northwest;US
12121;Logan Wilson;Northwest;US
12122;Destiny Coleman;Canada;CA
12123;Wesley Liang;United Kingdom;GB
12124;Brandi Gill;France;FR
12125;Diana Ortega;Germany;DE
12126;Tammy Raman;United Kingdom;GB
12127;Grace Davis;France;FR
12128;Kristy Munoz;Germany;DE
12129;Wendy Alvarez;Germany;DE
12130;Suzanne Zhou;Germany;DE
12131;Randall Dominguez;France;FR
12132;Kaitlyn Henderson;France;FR
12133;Colleen Xie;United Kingdom;GB
12134;Hector Alonso;United Kingdom;GB
12135;Fernando Taylor;Southwest;US
12136;Blake Turner;Canada;CA
12137;Jack Green;Southwest;US
12138;Colin Jai;Northwest;US
12139;Franklin Yang;Northwest;US
12140;Oscar Russell;Canada;CA
12141;Kaitlyn Lee;Northwest;US
12142;Gabriella Torres;Northwest;US
12143;Logan Turner;Northwest;US
12144;Kelly Jenkins;Northwest;US
12145;Brandon Butler;Northwest;US
12146;Xavier Thomas;Southwest;US
12147;Taylor Patterson;Canada;CA
12148;Gabrielle Morris;Northwest;US
12149;Bailey Scott;Northwest;US
12150;Logan Wang;Southwest;US
12151;Steven Kelly;Southwest;US
12152;Adrian Ramirez;Southwest;US
12153;Kaitlyn Bailey;Southwest;US
12154;Hailey Adams;Canada;CA
12155;Gabriella Lopez;Northwest;US
12156;Bonnie Raji;Southwest;US
12157;William White;Southwest;US
12158;Kyle Phillips;Canada;CA
12159;Kaitlyn Scott;Canada;CA
12160;Jaclyn Zhang;Northwest;US
12161;Alexandria Rogers;Northwest;US
12162;Luke Mitchell;Southwest;US
12163;Aaron Wang;Southwest;US
12164;Noah Butler;Southwest;US
12165;Caleb Flores;Canada;CA
12166;Jared Rogers;Canada;CA
12167;Sebastian Stewart;Northwest;US
12168;Hunter Jackson;Northwest;US
12169;Abigail Howard;Southwest;US
12170;Sara Reed;Southwest;US
12171;Alyssa Cooper;Southwest;US
12172;Eduardo Alexander;Southwest;US
12173;Dalton Edwards;Southwest;US
12174;Charles Phillips;Southwest;US
12175;Luke Powell;Southwest;US
12176;Cody James;Northwest;US
12177;Kevin Campbell;Canada;CA
12178;Ethan Shan;Northwest;US
12179;Alexis Jones;Northwest;US
12180;Holly Mehta;Northwest;US
12181;Katelyn Sanders;Southwest;US
12182;Erin Torres;Canada;CA
12183;Emily Robinson;Canada;CA
12184;Isaiah Perez;Northwest;US
12185;Kaitlyn Patterson;Northwest;US
12186;Bryant Srini;Southwest;US
12187;Ruben Subram;Southwest;US
12188;Ashley Thomas;Southwest;US
12189;Sophia Wright;Southwest;US
12190;Justin Gonzales;Southwest;US
12191;Melissa Washington;Southwest;US
12192;Jocelyn Hayes;Northwest;US
12193;Caleb Simmons;Canada;CA
12194;Destiny Foster;Southwest;US
12195;Erin Morris;Southwest;US
12196;Alexis Miller;Canada;CA
12197;Adam Hernandez;Southwest;US
12198;Noah Scott;Northwest;US
12199;Christina Richardson;Northwest;US
12200;Rafael Sharma;Southwest;US
12201;Mindy Yuan;Southwest;US
12202;Xavier Ross;Canada;CA
12203;Zachary Hughes;Canada;CA
12204;Bradley Jai;Northwest;US
12205;Madison Long;Southwest;US
12206;Sierra Parker;Southwest;US
12207;Samuel Hill;Northwest;US
12208;Dominique Sanchez;Northwest;US
12209;Mindy Jai;Southwest;US
12210;Alan He;United Kingdom;GB
12211;Victor Romero;France;FR
12212;Shawna Xie;France;FR
12213;Alejandro Lal;Germany;DE
12214;Julie Raje;United Kingdom;GB
12215;Karla She;United Kingdom;GB
12216;Gerald Rodriguez;United Kingdom;GB
12217;Kyle Roberts;France;FR
12218;Mitchell Xu;Germany;DE
12219;Kurt Nara;France;FR
12220;Virginia Sara;France;FR
12221;Brandi Ruiz;France;FR
12222;Jenny Xu;United Kingdom;GB
12223;Felicia Vazquez;Germany;DE
12224;Tristan Henderson;United Kingdom;GB
12225;Kathleen Ortega;Germany;DE
12226;Faith Ward;Germany;DE
12227;Kelsey Raje;United Kingdom;GB
12228;Mayra Martinez;Germany;DE
12229;Kari Gomez;Germany;DE
12230;Wesley Zheng;Germany;DE
12231;Isabelle Patterson;Germany;DE
12232;Sean Hernandez;Germany;DE
12233;Jerry Yuan;United Kingdom;GB
12234;Clarence Zeng;France;FR
12235;Donna Rai;United Kingdom;GB
12236;Kendra Gill;Germany;DE
12237;Ruth Madan;Germany;DE
12238;Monica Raman;Germany;DE
12239;Alberto Ramos;United Kingdom;GB
12240;Clayton Sharma;Australia;AU
12241;Kristine Sandberg;Australia;AU
12242;Gilbert Liang;Australia;AU
12243;Kristy Rubio;Australia;AU
12244;Amy Huang;Australia;AU
12245;Francisco Gonzalez;Australia;AU
12246;Shawn Luo;Australia;AU
12247;Brandy Raman;Australia;AU
12248;Devin Taylor;Australia;AU
12249;Jessie Cai;Australia;AU
12250;Andrea Collins;Australia;AU
12251;Troy Suri;Australia;AU
12252;Omar Liu;Australia;AU
12253;Jenny Sun;Australia;AU
12254;Calvin Deng;France;FR
12255;Robyn Alvarez;France;FR
12256;Wendy Ramos;France;FR
12257;Ross Ruiz;Germany;DE
12258;Jamie Li;Germany;DE
12259;Cindy Madan;United Kingdom;GB
12260;Melinda Romero;United Kingdom;GB
12261;Kaitlin Sanchez;France;FR
12262;Morgan Sanchez;United Kingdom;GB
12263;Emmanuel Garcia;United Kingdom;GB
12264;Bruce Ashe;United Kingdom;GB
12265;Alan Guo;France;FR
12266;Tiffany Lin;Germany;DE
12267;Clifford Garcia;France;FR
12268;Edwin Shan;Germany;DE
12269;Warren Zheng;France;FR
12270;Ebony Ramos;Germany;DE
12271;Tyrone Hernandez;United Kingdom;GB
12272;Justin Alexander;United Kingdom;GB
12273;Nelson Carlson;Germany;DE
12274;Javier Torres;France;FR
12275;Adriana Madan;Germany;DE
12276;Alisha Shan;Germany;DE
12277;Beth Ortega;United Kingdom;GB
12278;Meredith Johnsen;Germany;DE
12279;Mathew Suarez;France;FR
12280;Theresa Alvarez;France;FR
12281;Janelle Sanchez;United Kingdom;GB
12282;Nicolas Tang;United Kingdom;GB
12283;Todd Zeng;United Kingdom;GB
12284;Cristina Beck;United Kingdom;GB
12285;Bethany Chande;France;FR
12286;Nathan Jenkins;United Kingdom;GB
12287;Andre Arun;United Kingdom;GB
12288;Sara Brooks;United Kingdom;GB
12289;Joseph Taylor;United Kingdom;GB
12290;Kaylee Morris;France;FR
12291;Johnathan Suri;Germany;DE
12292;Nicolas Kumar;United Kingdom;GB
12293;Tammy Garcia;United Kingdom;GB
12294;Shane Kovar;United Kingdom;GB
12295;Dwayne Gomez;France;FR
12296;Francisco Sara;France;FR
12297;Felicia Blanco;Germany;DE
12298;Crystal Zeng;Germany;DE
12299;Walter Serrano;United Kingdom;GB
12300;Adriana Gonzalez;France;FR
12301;Nichole Nara;France;FR
12302;Kevin Coleman;Germany;DE
12303;Kristi Alvarez;United Kingdom;GB
12304;Alejandro Zhou;United Kingdom;GB
12305;Xavier Bailey;United Kingdom;GB
12306;Logan Parker;Germany;DE
12307;Brad She;France;FR
12308;Margaret He;France;FR
12309;Omar Raje;United Kingdom;GB
12310;Stacy Munoz;United Kingdom;GB
12311;Stanley Weber;United Kingdom;GB
12312;Jake Zhao;France;FR
12313;Jaime Chande;France;FR
12314;Jill Suarez;Germany;DE
12315;Ann Rodriguez;United Kingdom;GB
12316;Alejandro Luo;United Kingdom;GB
12317;Carl She;United Kingdom;GB
12318;Kristina Schmidt;United Kingdom;GB
12319;Shannon Ye;Germany;DE
12320;Cheryl Alvarez;United Kingdom;GB
12321;Rosa Hu;France;FR
12322;Kari Mehta;France;FR
12323;Lawrence Alonso;France;FR
12324;Dale Lal;Germany;DE
12325;Gloria Martin;United Kingdom;GB
12326;Glenn Zhou;United Kingdom;GB
12327;Edwin Liang;Germany;DE
12328;Eugene Zhao;United Kingdom;GB
12329;Bonnie Shan;United Kingdom;GB
12330;Preston Raman;Germany;DE
12331;Meagan Chandra;France;FR
12332;Andres Nara;France;FR
12333;Terrance Rodriguez;France;FR
12334;Roy Jimenez;United Kingdom;GB
12335;Francisco Ashe;United Kingdom;GB
12336;Wyatt Price;United Kingdom;GB
12337;Dustin Goldstein;Australia;AU
12338;Monica Vance;Australia;AU
12339;Clayton Jai;Australia;AU
12340;Stacy Diaz;Australia;AU
12341;Katie Kumar;Australia;AU
12342;Morgan Young;Australia;AU
12343;Gloria Ruiz;Australia;AU
12344;Dominique Perez;Australia;AU
12345;Alison Raje;Australia;AU
